Title,PDF,EPUB,Other Links
Hands-on Kubernetes with Google Cloud Platform,https://leanpub.com/s/3BDE5DA353A142D297548EB7045698C5.pdf,https://leanpub.com/s/3BDE5DA353A142D297548EB7045698C5.epub,
Coding Your Future,https://leanpub.com/s/202C6442E30B44689B31E6E0C754FA8F.pdf,,
Crypto Cashflow,,https://leanpub.com/s/5BDDAEAF9E0A41378665A7D827517BD3.epub,
Reinforcement Learning with Python,https://leanpub.com/s/DB585F6466FE40C68D1D7A864AF73A89.pdf,https://leanpub.com/s/DB585F6466FE40C68D1D7A864AF73A89.epub,
micro:bit MicroPython in 60 minutes,https://leanpub.com/s/AA5C7117CAD64DB894F7D58DB5CD075C.pdf,https://leanpub.com/s/AA5C7117CAD64DB894F7D58DB5CD075C.epub,https://leanpub.com/s/AA5C7117CAD64DB894F7D58DB5CD075C.zip
"Navigating Through Cryptocurrencies: Introduction, Investing, ICOs, Scams and Interviews",https://leanpub.com/s/EB635136EA624B07967E1CE38A2496B1.pdf,https://leanpub.com/s/EB635136EA624B07967E1CE38A2496B1.epub,
How I Would Have Approached Software Engineering,https://leanpub.com/s/577F10FEF5954B25A19ADCC4E081BAD3.pdf,,
The 10 Behaviours Of Effective Employees,https://leanpub.com/s/7E519A6CC79C4D9C8CEDAF413100FB82.pdf,https://leanpub.com/s/7E519A6CC79C4D9C8CEDAF413100FB82.epub,
In the World of Man,https://leanpub.com/s/34CCC172426A4BB998F2AB3CCA3D0E70.pdf,,
Beginning Aurelia,https://leanpub.com/s/2B25A39B4E6A49A1996E8ADCB436492C.pdf,https://leanpub.com/s/2B25A39B4E6A49A1996E8ADCB436492C.epub,
Introduction To Data Science,https://leanpub.com/s/51AC49DE18AB493F8F38FEB5A628FE89.pdf,,
Elephant sized PHP,https://leanpub.com/s/09D7EDCE10934BB0913E2C9D933B01F5.pdf,https://leanpub.com/s/09D7EDCE10934BB0913E2C9D933B01F5.epub,
Just Enough Linux,https://leanpub.com/s/6A93D58BFA654B8CBC17786C44F8C1AC.pdf,https://leanpub.com/s/6A93D58BFA654B8CBC17786C44F8C1AC.epub,
Contemporary Exploratory Testing,https://leanpub.com/s/5ABEE243C6614A7899A8697A15B1F872.pdf,https://leanpub.com/s/5ABEE243C6614A7899A8697A15B1F872.epub,
Winter Collection,https://leanpub.com/s/5ABE85A171E8409E9C077473BE0696B9.pdf,https://leanpub.com/s/5ABE85A171E8409E9C077473BE0696B9.epub,
Just Enough Ghost on a Raspberry Pi,https://leanpub.com/s/F8B76EDBA5924EA2B61D8032E86A89B9.pdf,https://leanpub.com/s/F8B76EDBA5924EA2B61D8032E86A89B9.epub,
Advanced Python Tips,https://leanpub.com/s/95EE0BD3E70E469093A70EE4325892C4.pdf,https://leanpub.com/s/95EE0BD3E70E469093A70EE4325892C4.epub,
The Problems With Software Testing,https://leanpub.com/s/63A7E74FF57242AEABF1B3E77DB56C51.pdf,https://leanpub.com/s/63A7E74FF57242AEABF1B3E77DB56C51.epub,
Spocklight Notebook,https://leanpub.com/s/4487437FD04F490DA04E2BA373864DAC.pdf,https://leanpub.com/s/4487437FD04F490DA04E2BA373864DAC.epub,
Building SaaS with Laravel,https://leanpub.com/s/FE29D6675A634332A0F0482F38F96F6C.pdf,,https://leanpub.com/s/FE29D6675A634332A0F0482F38F96F6C.zip
Just Enough ownCloud on a Raspberry Pi,https://leanpub.com/s/81076A27EF824861936C45C79E641F57.pdf,https://leanpub.com/s/81076A27EF824861936C45C79E641F57.epub,
Comprehensive Guide to Software Testing: From Basics to Advanced Techniques,https://leanpub.com/s/18C647B056D241B5A87B45F71B29C928.pdf,,
10 Refactorings to Boost your Clean Code Efficiency,https://leanpub.com/s/1E69C82B3AB645B6924C04F9D163CF9D.pdf,https://leanpub.com/s/1E69C82B3AB645B6924C04F9D163CF9D.epub,
#DEVSFROMSPAIN,https://leanpub.com/s/B2AF3521CC6E4E3ABD225E1C51278879.pdf,,
Extreme Edge Trading Strategy: A Precise Way to Profit from Market Trends,https://leanpub.com/s/DFFAE1E15EF340C19691EFC7A2EFADA4.pdf,https://leanpub.com/s/DFFAE1E15EF340C19691EFC7A2EFADA4.epub,
Laravel Boot Camp,https://leanpub.com/s/469A3961BDEF4E04B9640C9E6E6EE085.pdf,https://leanpub.com/s/469A3961BDEF4E04B9640C9E6E6EE085.epub,
Agile Software Architecture,https://leanpub.com/s/428257953E7B405D99FCE071E0F06491.pdf,https://leanpub.com/s/428257953E7B405D99FCE071E0F06491.epub,
API-Driven DevOps,https://leanpub.com/s/F81B49660DDB43FFA2FA550C3F2ADF80.pdf,https://leanpub.com/s/F81B49660DDB43FFA2FA550C3F2ADF80.epub,
Thus Spoke the Programmer,https://leanpub.com/s/13325DA4214641D3A5AF42FEEB236229.pdf,https://leanpub.com/s/13325DA4214641D3A5AF42FEEB236229.epub,
Ensemble Programming Guidebook,https://leanpub.com/s/18FB9D14A49F40BAB980C024AB8D83BF.pdf,https://leanpub.com/s/18FB9D14A49F40BAB980C024AB8D83BF.epub,
Scary Large Code Surgery With Pivots,https://leanpub.com/s/75BD5AD44A6B42F1AE296C02F4973E29.pdf,https://leanpub.com/s/75BD5AD44A6B42F1AE296C02F4973E29.epub,
Intro to Software Development,https://leanpub.com/s/CAD853DC89BE46878854B9BB7B290A44.pdf,,
A brief introduction to Software Architecture,https://leanpub.com/s/DBAD9E39854A4F42891433BB4E115E53.pdf,,
Python Test Automation: The Scenic Route,https://leanpub.com/s/C919BF2F569B41DCB1791E55121AD2D9.pdf,https://leanpub.com/s/C919BF2F569B41DCB1791E55121AD2D9.epub,
Coffee Break Python - Mastery Workout,https://leanpub.com/s/27C0F475E6734C6BA92639E25DFC046F.pdf,,
Database Normalization,https://leanpub.com/s/F52AD85115BB472DB3256DC280F84CE6.pdf,https://leanpub.com/s/F52AD85115BB472DB3256DC280F84CE6.epub,
Road to Senior,https://leanpub.com/s/128ADE8BD98B48198811B3E35E206B8E.pdf,https://leanpub.com/s/128ADE8BD98B48198811B3E35E206B8E.epub,
Modern Manual Software Testing: Embracing the Oxymoron,https://leanpub.com/s/215C67C349574C4BB1CE7ED4C186971C.pdf,https://leanpub.com/s/215C67C349574C4BB1CE7ED4C186971C.epub,
Money-API Español,https://leanpub.com/s/896E65A0A9FB4FCFA1F9FA0332CFB43A.pdf,https://leanpub.com/s/896E65A0A9FB4FCFA1F9FA0332CFB43A.epub,
Cost Engineering,https://leanpub.com/s/F49AB207FDC34815AA0EB82A389F367F.pdf,,
ChatGPT - Using the AI Appliance,https://leanpub.com/s/A2FADFCA362B49C48030B4DE277B292D.pdf,https://leanpub.com/s/A2FADFCA362B49C48030B4DE277B292D.epub,
Tensorflow 2 Tutorial,https://leanpub.com/s/36FC22545B594D798D7863943735C938.pdf,https://leanpub.com/s/36FC22545B594D798D7863943735C938.epub,
Plutus: Writing reliable smart contracts,https://leanpub.com/s/102A39C5E695406D8F2953A3E94614EB.pdf,https://leanpub.com/s/102A39C5E695406D8F2953A3E94614EB.epub,
Shellman Bash Scripting,https://leanpub.com/s/D142CC7B1EAF4520BA5B963D01C809AF.pdf,https://leanpub.com/s/D142CC7B1EAF4520BA5B963D01C809AF.epub,
The Problem Solver's Guide To Coding,https://leanpub.com/s/DEB89FE01BA749DBA2416BBF0A9B91D8.pdf,,
"Learn Docker - .NET Core, Java, Node.JS, PHP or Python",https://leanpub.com/s/888A17EF350A491E9FE4F33D97A42B02.pdf,https://leanpub.com/s/888A17EF350A491E9FE4F33D97A42B02.epub,
Email security: attack and defence,https://leanpub.com/s/25D553E4CA4448B9B6955FE1BF07A976.pdf,https://leanpub.com/s/25D553E4CA4448B9B6955FE1BF07A976.epub,
Architecture of complex web applications. Second Edition.,https://leanpub.com/s/60879706EB8F45CB895EAC173EE2F81E.pdf,https://leanpub.com/s/60879706EB8F45CB895EAC173EE2F81E.epub,
Use Python to build a modern communication system,https://leanpub.com/s/DC3B5DA1A4E84EB885E9BA95B212F3E3.pdf,,
Php le basi: per principianti,https://leanpub.com/s/BFA539D6BE794249BC3211018F9B0F28.pdf,https://leanpub.com/s/BFA539D6BE794249BC3211018F9B0F28.epub,
A Hands-On Introduction to Essential Python Libraries and Frameworks (With Code Samples),https://leanpub.com/s/5C17224755D34586B3B2538BBBCB1015.pdf,https://leanpub.com/s/5C17224755D34586B3B2538BBBCB1015.epub,
Software Engineering - The Soft Parts,https://leanpub.com/s/0C96EC03FD314F14B03D49A1CE3EB9B2.pdf,https://leanpub.com/s/0C96EC03FD314F14B03D49A1CE3EB9B2.epub,
Advanced Linear Models for Data Science,https://leanpub.com/s/2FF65AA93AB443FD916C7BB13AE99A83.pdf,,
Implementing QuantLib,https://leanpub.com/s/43A09F20845543179D8B9CE9AA50F8FD.pdf,https://leanpub.com/s/43A09F20845543179D8B9CE9AA50F8FD.epub,
Logging in Python,https://leanpub.com/s/51F3CECC5A0741C08E8BBD4430ACB8E8.pdf,https://leanpub.com/s/51F3CECC5A0741C08E8BBD4430ACB8E8.epub,
Zefs Guide to Deep Learning,https://leanpub.com/s/682B5B5972F44696BC191CE0F882523B.pdf,https://leanpub.com/s/682B5B5972F44696BC191CE0F882523B.epub,
Pydon'ts,https://leanpub.com/s/A4722ABD81C7464F91AB2366CAAC2C9C.pdf,,
Bug Advocacy,https://leanpub.com/s/8F41B182A123456698A066B8B8AEBA33.pdf,,
Production Go,https://leanpub.com/s/1533C5B3469F4962985DDF2401232F1B.pdf,https://leanpub.com/s/1533C5B3469F4962985DDF2401232F1B.epub,
Kubernetes for Python Developers,https://leanpub.com/s/050F6461284242F5890C89AB56FA40AA.pdf,,
Just Enough Raspberry Pi,https://leanpub.com/s/E16CBF3ECD6343CEA0CAFD71DDDC695A.pdf,https://leanpub.com/s/E16CBF3ECD6343CEA0CAFD71DDDC695A.epub,
Coffee Break NumPy,https://leanpub.com/s/D7CD86F724D04E6185D0805528B0BD6F.pdf,https://leanpub.com/s/D7CD86F724D04E6185D0805528B0BD6F.epub,https://leanpub.com/s/D7CD86F724D04E6185D0805528B0BD6F.zip
Código Sólido,https://leanpub.com/s/E04D0E144FCE443D8459C5903D559F9B.pdf,https://leanpub.com/s/E04D0E144FCE443D8459C5903D559F9B.epub,
"Learn Recursion, Dammit",https://leanpub.com/s/7309E5FC48D94135B2D4D625CF623866.pdf,https://leanpub.com/s/7309E5FC48D94135B2D4D625CF623866.epub,
Just Enough Nagios on a Raspberry Pi,https://leanpub.com/s/70847085EC334728A0E273F53DB9B803.pdf,https://leanpub.com/s/70847085EC334728A0E273F53DB9B803.epub,
React and Redux for Beginners,https://leanpub.com/s/074D75767A714BF89A8391DB5C2F8B00.pdf,https://leanpub.com/s/074D75767A714BF89A8391DB5C2F8B00.epub,
AppliedGRIT,https://leanpub.com/s/BA8AD48C6F304F9789E80E7ABE565356.pdf,https://leanpub.com/s/BA8AD48C6F304F9789E80E7ABE565356.epub,
Test-driven development with Go,https://leanpub.com/s/2E67E208FA7644B2A25BF2C07EAB6D2F.pdf,https://leanpub.com/s/2E67E208FA7644B2A25BF2C07EAB6D2F.epub,
Applied Artificial Intelligence,https://leanpub.com/s/8D0B8876D7434275B81445155214B9FC.pdf,https://leanpub.com/s/8D0B8876D7434275B81445155214B9FC.epub,
Mixed and Phylogenetic Models: A Conceptual Introduction to Correlated Data,https://leanpub.com/s/1564085BB1144D358A47C8A7167F6420.pdf,https://leanpub.com/s/1564085BB1144D358A47C8A7167F6420.epub,https://leanpub.com/s/1564085BB1144D358A47C8A7167F6420.zip
Stories from the trenches of a bad programmer,https://leanpub.com/s/CC2E41128B004A02AAE689DFA18F5722.pdf,https://leanpub.com/s/CC2E41128B004A02AAE689DFA18F5722.epub,
Around the World with 80 Software Testers,https://leanpub.com/s/A28FFBFF277B420C9EC95802B1C4D491.pdf,https://leanpub.com/s/A28FFBFF277B420C9EC95802B1C4D491.epub,
Microservices Recipes,https://leanpub.com/s/A69E5B4FCC9C4116BAA44F5839E98879.pdf,https://leanpub.com/s/A69E5B4FCC9C4116BAA44F5839E98879.epub,
The Dynamic Programming Manual,https://leanpub.com/s/F89981D1B6AF4F0DBA1099736391CD1F.pdf,https://leanpub.com/s/F89981D1B6AF4F0DBA1099736391CD1F.epub,
Backend Handbook,https://leanpub.com/s/D60ED4435141432C8D0C5CE4C0663902.pdf,https://leanpub.com/s/D60ED4435141432C8D0C5CE4C0663902.epub,
Approch to real world hacking,https://leanpub.com/s/98D2902186D64D33B1208AD6095A62DE.pdf,,
Data Analysis for the Life Sciences,https://leanpub.com/s/ADA3186EE95E438C878BD77F666D21F3.pdf,https://leanpub.com/s/ADA3186EE95E438C878BD77F666D21F3.epub,
GitOps,https://leanpub.com/s/385DA3FFA6DF4433B42A9CFB80AED377.pdf,https://leanpub.com/s/385DA3FFA6DF4433B42A9CFB80AED377.epub,
Modernizing Legacy Applications In PHP,https://leanpub.com/s/863947E142BC4A7C9C528CF083229A2C.pdf,https://leanpub.com/s/863947E142BC4A7C9C528CF083229A2C.epub,
The Orange Book of Machine Learning,https://leanpub.com/s/8EEED46FB7EB4B05815510F74A68AACA.pdf,,
Working Effectively with Unit Tests,https://leanpub.com/s/9FE2942A03164F60AC1A88ED7C370A43.pdf,https://leanpub.com/s/9FE2942A03164F60AC1A88ED7C370A43.epub,
Clean Architectures in Python,https://leanpub.com/s/3BBAE231BFE44DDDA4E4272113DEE19B.pdf,https://leanpub.com/s/3BBAE231BFE44DDDA4E4272113DEE19B.epub,
Building Virtual Machine Labs: A Hands-on Guide (Second Edition),https://leanpub.com/s/EB3C9CCA488141FA89EE31FBB0C7AE3C.pdf,,
QuantLib Python Cookbook,https://leanpub.com/s/B8C5FF64DB064C979D24AB067D6075EB.pdf,https://leanpub.com/s/B8C5FF64DB064C979D24AB067D6075EB.epub,https://leanpub.com/s/B8C5FF64DB064C979D24AB067D6075EB.zip
Remotely Productive,https://leanpub.com/s/C73CC92D18D647D2BF565414BD676E31.pdf,https://leanpub.com/s/C73CC92D18D647D2BF565414BD676E31.epub,
The Hitchhiker's Guide to Linear Models,https://leanpub.com/s/515909015C7B42F98C6F73B7F2DBF6CA.pdf,,
Coffee Break Python,https://leanpub.com/s/16E80FF9A0A1461796D8A398E5D79A85.pdf,https://leanpub.com/s/16E80FF9A0A1461796D8A398E5D79A85.epub,
Thinking Functionally in PHP,https://leanpub.com/s/966F04EECCAA440C9C8C37BE49B65F7B.pdf,https://leanpub.com/s/966F04EECCAA440C9C8C37BE49B65F7B.epub,
Grokking the Java Interview,https://leanpub.com/s/C516A984EA29467DA862667DDAB5133F.pdf,https://leanpub.com/s/C516A984EA29467DA862667DDAB5133F.epub,
250+ Spring Framework Practice Questions,https://leanpub.com/s/7168561256BF4CD9B2BF34E75D86472A.pdf,https://leanpub.com/s/7168561256BF4CD9B2BF34E75D86472A.epub,
Developer Experience,https://leanpub.com/s/B8FA03EDDD4841288A1A95CF31F2611A.pdf,https://leanpub.com/s/B8FA03EDDD4841288A1A95CF31F2611A.epub,
Solving for Technology: How to quickly learn valuable new skills in a madly changing technology world,https://leanpub.com/s/4A711562A2B747759C9AD04AA9C8371F.pdf,https://leanpub.com/s/4A711562A2B747759C9AD04AA9C8371F.epub,
Refactoring Tweaks,https://leanpub.com/s/8D862940EC6240E68EAA2692B393DC3C.pdf,,
Upgrade Your HTML II,https://leanpub.com/s/74210C2D6C4E48AC97932BEAB5D06FBD.pdf,https://leanpub.com/s/74210C2D6C4E48AC97932BEAB5D06FBD.epub,
Git y GitHub desde cero,https://leanpub.com/s/81AC98C9283840419DC7A6AC7889F073.pdf,https://leanpub.com/s/81AC98C9283840419DC7A6AC7889F073.epub,
Death by Identity Theft,https://leanpub.com/s/790AA89AE8C346829821C722D095D441.pdf,https://leanpub.com/s/790AA89AE8C346829821C722D095D441.epub,
Omni-Living,https://leanpub.com/s/CF526EF88A21451AA95C0AFCF42C5C56.pdf,,
Watch This!,https://leanpub.com/s/39B83BE168A04F6B8388CA68DFBC6418.pdf,https://leanpub.com/s/39B83BE168A04F6B8388CA68DFBC6418.epub,
Graphs Don’t Lie,,https://leanpub.com/s/6035C31E9AF546779031C675FA6E25A9.epub,https://leanpub.com/s/6035C31E9AF546779031C675FA6E25A9.zip
Deploy a Containerized Application with Docker - for absolute beginners,https://leanpub.com/s/1DEE7EEBBCAA4D179A11BED71601FA2F.pdf,,
Scientific Art - Theory and Manifest,https://leanpub.com/s/EB7E0B3AB1A84604803A598341318083.pdf,,
The Basics of User Experience Design,https://leanpub.com/s/58AD6BA7F1294CEF8B8EE5770EBD3AE9.pdf,,
The Ins and Outs of Bitcoin for Merchants,https://leanpub.com/s/6148CA8FEEAA40CCA2A02262C34D2FB1.pdf,,
API as a Product,https://leanpub.com/s/637DAD82A8004949BEB7FCC6E08AA19D.pdf,https://leanpub.com/s/637DAD82A8004949BEB7FCC6E08AA19D.epub,
Social Crypto Libertarianism,https://leanpub.com/s/433A0027A73D4CC490EAFB8D2C026FA3.pdf,https://leanpub.com/s/433A0027A73D4CC490EAFB8D2C026FA3.epub,
Blockchain Beyond Bitcoin,https://leanpub.com/s/6B19A391D2D2416D869093027F79540E.pdf,,
Introduction to Programming with Golang,https://leanpub.com/s/5C50485E39744772A90B39FAD9EA18C9.pdf,https://leanpub.com/s/5C50485E39744772A90B39FAD9EA18C9.epub,
Cryptocurrency Guide for Newcomers,https://leanpub.com/s/5FF53DC4200F46608566CBB681CC376B.pdf,https://leanpub.com/s/5FF53DC4200F46608566CBB681CC376B.epub,
Light Weight Aircraft All-In-One Build Tutorial,https://leanpub.com/s/78147849E9CE4CCE95E6D1DAB00E5E66.pdf,,
Exploring PHP 8.0,https://leanpub.com/s/E659BC5DA5B14BE08A242F086ACEF8DC.pdf,https://leanpub.com/s/E659BC5DA5B14BE08A242F086ACEF8DC.epub,
Quality Education,https://leanpub.com/s/75FD6901F4DF4CFC9DC5BEFF2D0244CB.pdf,,
Identity And APIs,https://leanpub.com/s/4AAF84AAC8FE4F8398CAF18616A77972.pdf,https://leanpub.com/s/4AAF84AAC8FE4F8398CAF18616A77972.epub,
Programming Digital Humanities. Python (and More) for Academia,https://leanpub.com/s/EEEB93429E4F441D81A62D78C20E84C4.pdf,https://leanpub.com/s/EEEB93429E4F441D81A62D78C20E84C4.epub,
Understanding Deep Learning,https://leanpub.com/s/8A9A4042808C4F0980A820944E7C5B7C.pdf,,
Programming For Entrepreneurs,https://leanpub.com/s/5EC043C90EA14461A05EA6828F36AD55.pdf,https://leanpub.com/s/5EC043C90EA14461A05EA6828F36AD55.epub,
Better Way,https://leanpub.com/s/69B30F2C3E304C66A8B7917AFFB81B3D.pdf,https://leanpub.com/s/69B30F2C3E304C66A8B7917AFFB81B3D.epub,
The Team Implements: A Zero Bug Policy,https://leanpub.com/s/DFA3008D26F546BF9D0980F21C491F4E.pdf,,
Cracking PHP Interviews,https://leanpub.com/s/1DFBD2E2D5C14D1DA1B53FE13A80B6A0.pdf,https://leanpub.com/s/1DFBD2E2D5C14D1DA1B53FE13A80B6A0.epub,
The Divine Right of Resistance,https://leanpub.com/s/FCFF7932559C49F68667F084619A5F78.pdf,https://leanpub.com/s/FCFF7932559C49F68667F084619A5F78.epub,
Android Development for Everyone,https://leanpub.com/s/AC163AD32D49487ABC50BFF0845AB643.pdf,https://leanpub.com/s/AC163AD32D49487ABC50BFF0845AB643.epub,
basics of electronics,https://leanpub.com/s/5DF3E64DB256472494E5CAFD27D006C0.pdf,https://leanpub.com/s/5DF3E64DB256472494E5CAFD27D006C0.epub,
Hacking Exposed : Web applications,https://leanpub.com/s/DF8EF2FFA64E41C7AD0C2222DE7B200D.pdf,,
Aprende Laravel 6: guía práctica paso a paso,https://leanpub.com/s/49D0A8BC6B1246B88633CB062038286E.pdf,https://leanpub.com/s/49D0A8BC6B1246B88633CB062038286E.epub,
Un librito sobre NPM,https://leanpub.com/s/E56DD43468044EB3B1595661BCA692E1.pdf,https://leanpub.com/s/E56DD43468044EB3B1595661BCA692E1.epub,
e-Business,https://leanpub.com/s/FF528BE358B04BFC8B74803BA2005C81.pdf,https://leanpub.com/s/FF528BE358B04BFC8B74803BA2005C81.epub,
Building Shiny Apps,https://leanpub.com/s/A94E62DA336740F79EB43FC3DEA8EC19.pdf,https://leanpub.com/s/A94E62DA336740F79EB43FC3DEA8EC19.epub,
Surviving Uncertainty,https://leanpub.com/s/84785AD740424E5E94FA02C4B052A888.pdf,https://leanpub.com/s/84785AD740424E5E94FA02C4B052A888.epub,
Thinking Functionally in PHP,https://leanpub.com/s/F999F07DB2E54CADA748898F864AC46B.pdf,https://leanpub.com/s/F999F07DB2E54CADA748898F864AC46B.epub,
Angular from Scratch,https://leanpub.com/s/DB5AEC77601B471E9FDF9E1923C58C08.pdf,https://leanpub.com/s/DB5AEC77601B471E9FDF9E1923C58C08.epub,
Theory of Quantum Gravitation : Theory of Everything (2nd Edition),https://leanpub.com/s/1865D99BE5E84D9E81525677ED50F287.pdf,https://leanpub.com/s/1865D99BE5E84D9E81525677ED50F287.epub,
Creating React Applications with Python,https://leanpub.com/s/C726D2AABFA445AE81D46190AAD52FF2.pdf,https://leanpub.com/s/C726D2AABFA445AE81D46190AAD52FF2.epub,
Remote Big Room Planning,https://leanpub.com/s/DD735660582740838BFF9E82144583AB.pdf,,
Effective Work,https://leanpub.com/s/CAD6D07F0FD84BB89980122140F9DDB8.pdf,https://leanpub.com/s/CAD6D07F0FD84BB89980122140F9DDB8.epub,
Real-Time Crypto,https://leanpub.com/s/E37AB1A6FD0B4BD59D166E521E8B624C.pdf,https://leanpub.com/s/E37AB1A6FD0B4BD59D166E521E8B624C.epub,
Essential Tools for Running a Business,https://leanpub.com/s/A457BFBC42F444368B9621F4A7D67855.pdf,https://leanpub.com/s/A457BFBC42F444368B9621F4A7D67855.epub,
The Road to learn React (French),https://leanpub.com/s/24A2C6D6C9134DF68F03C207C74EC727.pdf,https://leanpub.com/s/24A2C6D6C9134DF68F03C207C74EC727.epub,
Block Programing,https://leanpub.com/s/534C33A583AE4686A2B02B771E4CC9A9.pdf,,
An Introduction to Cloud Development and Engineering,https://leanpub.com/s/2A78339D03AB4ECF8ACA57F0B6B2D792.pdf,https://leanpub.com/s/2A78339D03AB4ECF8ACA57F0B6B2D792.epub,
Learn By Examples - Introduction to Data and Text Mining using DSTK3,https://leanpub.com/s/2A955F196640413EB3FBB5BFC06692A0.pdf,,
The Little Metrics Book,https://leanpub.com/s/DBD8125DE3EB43C29D49916F40406A79.pdf,https://leanpub.com/s/DBD8125DE3EB43C29D49916F40406A79.epub,
Expert Excuses for Not Writing Unit Tests,https://leanpub.com/s/4533C9D2FEB9433386029D0E638FB2AA.pdf,https://leanpub.com/s/4533C9D2FEB9433386029D0E638FB2AA.epub,
DevOps: The Ops Perspective,https://leanpub.com/s/37B2E5DF38FD4203B10C2E287993FDC6.pdf,https://leanpub.com/s/37B2E5DF38FD4203B10C2E287993FDC6.epub,
Engineering For Data Science with Docker,https://leanpub.com/s/BAF52B8367A34E1EABFBBF7EF6B6213B.pdf,,
Codeigniter - Pendekatan Praktis,https://leanpub.com/s/06738A5A853A48D198E0FD16AD2F4B22.pdf,https://leanpub.com/s/06738A5A853A48D198E0FD16AD2F4B22.epub,
The Ultimate Python Quiz Book: Practice Core Concepts,https://leanpub.com/s/763A2C7D7F954394A22567793A245B66.pdf,,
Microservices,https://leanpub.com/s/7B59FE2E451149D3AF6D11D32BC53EF2.pdf,https://leanpub.com/s/7B59FE2E451149D3AF6D11D32BC53EF2.epub,
Monitoring Small IT,https://leanpub.com/s/81B374AA975344A2A79A4B8B39052DF2.pdf,https://leanpub.com/s/81B374AA975344A2A79A4B8B39052DF2.epub,
The NodeJS Cluster Module,https://leanpub.com/s/838D23EB384F4E8C9D1B0F5D2A96AC4B.pdf,https://leanpub.com/s/838D23EB384F4E8C9D1B0F5D2A96AC4B.epub,
Core Service Principles,https://leanpub.com/s/EB99FC84625043B09145617A274B955F.pdf,https://leanpub.com/s/EB99FC84625043B09145617A274B955F.epub,
self.debug,https://leanpub.com/s/D638C663245144B8908D2B326EFBE804.pdf,https://leanpub.com/s/D638C663245144B8908D2B326EFBE804.epub,
How to Work on Oneself,https://leanpub.com/s/492B30068B8A46129905D15BAF7056A9.pdf,https://leanpub.com/s/492B30068B8A46129905D15BAF7056A9.epub,
Learn Kubernetes - Container orchestration using Docker,https://leanpub.com/s/1FCBEEC53A734CF48826AC676CA8243D.pdf,https://leanpub.com/s/1FCBEEC53A734CF48826AC676CA8243D.epub,
Is America losing its essence?,https://leanpub.com/s/BEC356CF220448E6A584967779C92D41.pdf,,
Conociendo Bitcoin,https://leanpub.com/s/6C80D250054B4F5A8FDF878EF1114E72.pdf,https://leanpub.com/s/6C80D250054B4F5A8FDF878EF1114E72.epub,
"Learn Kubernetes & Docker - .NET Core, Java, Node.JS, PHP or Python",https://leanpub.com/s/C09F31242DB742488F139B392D1697FE.pdf,https://leanpub.com/s/C09F31242DB742488F139B392D1697FE.epub,
"Freelance web developer: 99,99% of the things you need to know",https://leanpub.com/s/9D44457096EE44CC9F24EE19325223FA.pdf,https://leanpub.com/s/9D44457096EE44CC9F24EE19325223FA.epub,
The Secrets of User Interaction for Programmers,https://leanpub.com/s/D40E624727474944AC599C81BA9F7584.pdf,https://leanpub.com/s/D40E624727474944AC599C81BA9F7584.epub,
El Último Programador,https://leanpub.com/s/D6F9E1916247465383784515C61F7A70.pdf,https://leanpub.com/s/D6F9E1916247465383784515C61F7A70.epub,
Using Sensors with the Raspberry Pi Pico,https://leanpub.com/s/0617184C46B041BD9089C893D22055A3.pdf,https://leanpub.com/s/0617184C46B041BD9089C893D22055A3.epub,
Project Lifecycles,https://leanpub.com/s/1942D944A45F41C0BA335BF05A991AFE.pdf,https://leanpub.com/s/1942D944A45F41C0BA335BF05A991AFE.epub,
The Unix Workbench,https://leanpub.com/s/D60EBA5A750643ADA4BA6553346AB58B.pdf,https://leanpub.com/s/D60EBA5A750643ADA4BA6553346AB58B.epub,
Developer Experience,https://leanpub.com/s/0D0F83A837264A2CB5ED39F86AE463BF.pdf,https://leanpub.com/s/0D0F83A837264A2CB5ED39F86AE463BF.epub,
Programming React Native,https://leanpub.com/s/76DE41EFF9154AEEBBC3E300DBEEFB99.pdf,https://leanpub.com/s/76DE41EFF9154AEEBBC3E300DBEEFB99.epub,https://leanpub.com/s/76DE41EFF9154AEEBBC3E300DBEEFB99.zip
Functional Programming for the Object-Oriented Programmer,https://leanpub.com/s/6348FB728239468B9C439D1A787287F6.pdf,https://leanpub.com/s/6348FB728239468B9C439D1A787287F6.epub,
PureScript by Example,https://leanpub.com/s/AC5365147BFB44EDB9DD8EBC39FEE8C6.pdf,https://leanpub.com/s/AC5365147BFB44EDB9DD8EBC39FEE8C6.epub,
ARISTOPHANES,https://leanpub.com/s/1C0A5859D7A4450FBE815637F3AD7369.pdf,https://leanpub.com/s/1C0A5859D7A4450FBE815637F3AD7369.epub,
Reactivity in Vue.js,https://leanpub.com/s/3E1ACC3F60B7431180EB847A29D3DA62.pdf,https://leanpub.com/s/3E1ACC3F60B7431180EB847A29D3DA62.epub,
Accessible Vue,https://leanpub.com/s/9142D477A0FD4207AE85AB24D7B5CAC8.pdf,https://leanpub.com/s/9142D477A0FD4207AE85AB24D7B5CAC8.epub,
The Product Minded Software Engineer,https://leanpub.com/s/EA99AB0D88E04C6EBD6C2F0EDF5A26E6.pdf,https://leanpub.com/s/EA99AB0D88E04C6EBD6C2F0EDF5A26E6.epub,
Raspberry Pi Tips and Tricks,https://leanpub.com/s/DC217439AF124FC081AFB878E8FE3C97.pdf,https://leanpub.com/s/DC217439AF124FC081AFB878E8FE3C97.epub,
